rootId,shortName,address,phone,schedule,yandexLocation.latitude,yandexLocation.longitude
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, YAHYAKAPTAN MAHALLESI AKKAVAKLAR CADDE No: 9 Z IZMIT KOCAELI",+90 (262) 3192832,пн-пт: 08:30-17:00,40.763666,29.971483
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, YESILOVA MAHALLESI GUNDOGDU CADDE No: 13 IZMIT KOCAELI",+90 (262) 3232313,пн-пт: 08:30-17:00,40.787208,29.970553
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, AKARCA MAHALLESI ALBAY KARAOSMANOGLU CADDE No: 10 IZMIT KOCAELI",+90 (262) 3222253,пн-пт: 08:30-17:00,40.773469,29.989229
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, YENISEHIR MAHALLESI ASILKENT SOKAK No: 19 IZMIT KOCAELI",+90 (262) 3210804,пн-пт: 08:30-17:00,40.771379,29.965154
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, M. ALIPASA MAHALLESI MIZRAK SOKAK No: 7 IZMIT KOCAELI",+90 (262) 3253407,пн-пт: 08:30-17:00,40.764436,29.958473
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, TEPEKOY MAHALLESI TURAN GUNES CADDE No: 803 IZMIT KOCAELI",+90 (262) 3232677,пн-пт: 08:30-17:00,40.794116,29.978123
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, BAGLARBASI MAHALLESI ALI ARICAN CADDE No: 39 DARICA KOCAELI",+90 (262) 7546354,пн-пт: 08:30-17:00,40.762364,29.384826
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, EMEK MAHALLESI FATIH SULTAN MEHMET CADDE No: 80 DARICA KOCAELI",+90 (262) 6554717,пн-пт: 08:30-17:00,40.797753,29.368102
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, NENEHATUN MAHALLESI IBNI SINA CADDE No: 4 DARICA KOCAELI",+90 (262) 6581264,пн-пт: 08:30-17:00,40.781639,29.385199
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, KAZIMKARABEKIR MAHALLESI ATATURK CADDE No: 5 DARICA KOCAELI",+90 (262) 6565248,пн-пт: 08:30-17:00,40.77808,29.404709
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, SIRASOGUTLER MAHALLESI 1642/2. SOKAK No: 2 DARICA KOCAELI",+90 (262) 6556105,пн-пт: 08:30-17:00,40.789057,29.392037
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, FEVZICAKMAK MAHALLESI SANTIYE SOKAK No: 16 /1 DARICA KOCAELI",+90 (262) 6581369,пн-пт: 08:30-17:00,40.78058,29.411863
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, DEGIRMENDERE MERKEZ MAHALLESI AHMET AKYUZ CADDE No: 2 GOLCUK KOCAELI",+90 (262) 4355546,пн-пт: 08:30-17:00,40.720901,29.783294
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, CENEDAG MAHALLESI GUNDOGDU SOKAK No: 11 DERINCE KOCAELI",+90 (262) 2295009,пн-пт: 08:30-17:00,40.757176,29.83308
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, CINARLI MAHALLESI ONDER CADDE No: 86 DERINCE KOCAELI",+90 (262) 3115680,пн-пт: 08:30-17:00,40.765376,29.842758
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, YENIKENT MAHALLESI GAZI MUSTAFA KEMAL CADDE No: 30 DERINCE KOCAELI",+90 (262) 2394451,пн-пт: 08:30-17:00,40.773951,29.811276
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, YAVUZ SULTAN MAHALLESI KORFEZ CADDE No: 14 /1 DERINCE KOCAELI",+90 (262) 2298777,пн-пт: 08:30-17:00,40.753191,29.809697
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, DENIZ MAHALLESI POSTANE SOKAK No: 8 DERINCE KOCAELI",+90 (262) 2330704,пн-пт: 08:30-17:00,40.753772,29.830888
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, FATIH SULTAN MAHALLESI OGRETMENLER CADDE No: 158 1 DERINCE KOCAELI",+90 (262) 2292619,пн-пт: 08:30-17:00,40.770727,29.823055
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, IBNISINA MAHALLESI NATO CADDE No: 333 A DERINCE KOCAELI",+90 (262) 3000101,пн-пт: 08:30-17:00,40.763157,29.81376
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, CINARLI MAHALLESI CENESUYU CADDE No: 38 DERINCE KOCAELI",+90 (262) 2330827,пн-пт: 08:30-17:00,40.763167,29.848333
ST01235,Getmoneyglobal at POST OFFICE,"г. КОДЖАЭЛИ, YENIDOGAN MAHALLESI KAYIN SOKAK No: 14 IZMIT KOCAELI",+90 (262) 3224822,пн-пт: 08:30-17:00,40.768521,29.90245
ST01235,Getmoneyglobal at POST OFFICE,"г. ОРДУ, TEPEALAN MAHALLESI HEKIMOGLU CADDE No: 45 KORGAN ORDU",+90 (452) 6957120,пн-пт: 08:30-17:00,40.743831,37.302867
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, SEMERCILER MAHALLESI MILLI EGEMENLIK CADDE No: 5 ADAPAZARI SAKARYA",+90 (264) 2798895,пн-пт: 08:30-17:00,40.774647,30.401506
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, CAYBASIYENIKOY MAHALLESI MEHMET AKIF CADDE No: 1 ERENLER SAKARYA",+90 (264) 4181010,пн-пт: 08:30-17:00,40.778862,30.365499
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, HIZIRTEPE MAHALLESI KORU SOKAK No: 48 ADAPAZARI SAKARYA",+90 (264) 2769316,пн-пт: 08:30-17:00,40.753023,30.384973
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, ORTA MAHALLESI ANKARA CADDE No: 20 ADAPAZARI SAKARYA",+90 (264) 2812187,пн-пт: 08:30-17:00,40.778929,30.404185
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, SEMERCILER MAHALLESI POSTAHANE SOKAK No: 1 ADAPAZARI SAKARYA",+90 (264) 2795734,пн-пт: 08:30-17:00,40.777244,30.400355
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, SEKER MAHALLESI AK SOKAK No: 36 ADAPAZARI SAKARYA",+90 (264) 3460529,пн-пт: 08:30-17:00,40.785517,30.391102
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, YENIGUN MAHALLESI 15 TEMMUZ BULVAR No: 37 ADAPAZARI SAKARYA",+90 (264) 2754594,пн-пт: 08:30-17:00,40.773439,30.407678
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, INONU MAHALLESI 7004 SOKAK No: 11 AKYAZI SAKARYA",+90 (264) 4378004,пн-пт: 08:30-17:00,40.680064,30.622858
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, ALTINDERE CUMHURIYET MAHALLESI CUMHURIYET (ALTINDERE) CADDE No: 221 AKYAZI SAKARYA",+90 (264) 4715991,пн-пт: 08:30-17:00,40.689283,30.694303
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, KUZULUK ORTAMAHALLE MAHALLESI AKYAZI (ORTA MAHALLE) CADDE No: 129 AKYAZI SAKARYA",+90 (264) 4912700,пн-пт: 08:30-17:00,40.628917,30.658119
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, INONU MAHALLESI OSMANLI CADDE No: 3 KARAPURCEK SAKARYA",+90 (264) 5022592,пн-пт: 08:30-17:00,40.641902,30.53755
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, KEMALIYE MAHALLESI CUMHURIYET MEYDAN No: 3 HENDEK SAKARYA",+90 (264) 6426293,пн-пт: 08:30-17:00,40.797329,30.746097
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, KURTKOY MAHALLESI 2 HAZIRAN CADDE No: 3 A HENDEK SAKARYA",+90 (264) 7181016,пн-пт: 08:30-17:00,40.791224,30.716736
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, CAMLICA MAHALLESI MUSTAFA KARASAKAL CADDE No: 1 /1 HENDEK SAKARYA",+90 (264) 6812508,пн-пт: 08:30-17:00,40.70407,30.734215
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, BEREKET MAHALLESI CUMHURIYET MEYDAN No: 13 A- SALIPAZARI SAMSUN",+90 (362) 8332017,пн-пт: 08:30-17:00,41.082146,36.825814
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, KURTULUS MAHALLESI SEYH ZEYNETTIN CADDE No: 96 A TEKKEKOY SAMSUN",+90 (362) 2778139,пн-пт: 08:30-17:00,41.208652,36.466966
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, SABANOGLUOSB MAHALLESI 77. SOKAK No: 11 TEKKEKOY SAMSUN",+90 (362) 4313027,пн-пт: 08:30-17:00,41.23592,36.430257
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, FENK MAHALLESI ATATURK CADDE No: 14 /A TERME SAMSUN",+90 (364) 2010614,пн-пт: 08:30-17:00,41.210594,36.972683
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, KOZLUK MAHALLESI KOZLUK TERME CADDE No: 1 TERME SAMSUN",+90 (364) 2215593,пн-пт: 08:30-17:00,41.129,37.105271
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, YENI MAHALLESI KOCAMAN CADDE No: 12 TERME SAMSUN",+90 (362) 8847123,пн-пт: 08:30-17:00,41.207087,36.973645
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, FAZIL AHMET PASA MAHALLESI 120 SOKAK No: 8 VEZIRKOPRU SAMSUN",+90 (362) 7413122,пн-пт: 08:30-17:00,41.143747,35.457935
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, MERKEZ MAHALLESI SEHIT HAKKI BATI SOKAK No: 1 A YAKAKENT SAMSUN",+90 (362) 6471122,пн-пт: 08:30-17:00,41.631232,35.53049
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, ORHANGAZI MAHALLESI ATATURK BULVAR No: 45 /A AYVACIK SAMSUN",+90 (362) 8331122,пн-пт: 08:30-17:00,40.989607,36.63083
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, MIMARSINAN MAHALLESI 133 SOKAK No: 4 ATAKUM SAMSUN",+90 (362) 4383216,пн-пт: 08:30-17:00,41.333501,36.279653
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, GUZELYURT MAHALLESI ATATURK 7. KISIM BULVAR No: 91 B ATAKUM SAMSUN",+90 (362) 5185121,пн-пт: 08:30-17:00,41.398701,36.158723
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, MIMARSINAN MAHALLESI ALPARSLAN BULVAR No: 7 A ATAKUM SAMSUN",+90 (362) 4383032,пн-пт: 08:30-17:00,41.335004,36.272603
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, KORFEZ MAHALLESI OMU CADDE No: 11 ATAKUM SAMSUN",+90 (362) 5112290,пн-пт: 08:30-17:00,41.37183,36.210956
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, YENIMAHALLE MAHALLESI ATATURK 3. KISIM BULVAR No: 93 B ATAKUM SAMSUN",+90 (362) 4452820,пн-пт: 08:30-17:00,41.34159,36.257977
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, ESENEVLER MAHALLESI ISMET INONU BULVAR No: 1 A ATAKUM SAMSUN",+90 (362) 4450861,пн-пт: 08:30-17:00,41.33332,36.266752
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, MIMARSINAN MAHALLESI ISMET INONU BULVAR No: 114 ATAKUM SAMSUN",+90 (362) 4384755,пн-пт: 08:30-17:00,41.328682,36.284891
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, YENIMAHALLE MAHALLESI 3278 SOKAK No: 1 ATAKUM SAMSUN",+90 (362) 4393351,пн-пт: 08:30-17:00,41.335264,36.254387
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, BICINCIK MAHALLESI CUMHURIYET MEYDAN No: 45 ASARCIK SAMSUN",+90 (362) 8212422,пн-пт: 08:30-17:00,41.037123,36.234971
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, BUYUKCAMI MAHALLESI TAHIRAGA SOKAK No: 9 A BAFRA SAMSUN",+90 (362) 6220122,пн-пт: 08:30-17:00,41.568776,35.902791
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, EMIREFENDI MAHALLESI EMIREFENDI BULVAR No: 3 BAFRA SAMSUN",+90 (362) 6112122,пн-пт: 08:30-17:00,41.561594,35.905858
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, HACINABI MAHALLESI TEKEL CADDE No: 38 BAFRA SAMSUN",+90 (362) 5430855,пн-пт: 08:30-17:00,41.565772,35.901502
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, MEHMETPASA MAHALLESI CUMHURIYET MEYDAN No: 7 A KAVAK SAMSUN",+90 (362) 7912122,пн-пт: 08:30-17:00,41.076569,36.053776
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, KALE MAHALLESI KAZIMPASA CADDE No: 23 ILKADIM SAMSUN",+90 (362) 4371226,пн-пт: 08:30-17:00,41.292527,36.333477
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, 19 MAYIS MAHALLESI CUMHURIYET CADDE No: 17 A ILKADIM SAMSUN",+90 (362) 4372021,пн-пт: 08:30-17:00,41.288037,36.337671
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, SAITBEY MAHALLESI 100. YIL BULVAR No: 101 ILKADIM SAMSUN",+90 (362) 2383942,пн-пт: 08:30-17:00,41.290623,36.328662
ST01235,Getmoneyglobal at POST OFFICE,"г. САКАРЬЯ, ALIFUATPASA MAHALLESI SUAT YALKIN CADDE No: 31 GEYVE SAKARYA",+90 (264) 5512500,пн-пт: 08:30-17:00,40.539031,30.295978
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, EGERCI KOYU/KARSIYAKA MEVKII GEMEREK SOKAK No: 1 GEMEREK SIVAS",+90 (346) 6334165,пн-пт: 08:30-17:00,39.232611,35.97337
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, INKISLA KOYU/BAGLARBASI MEVKII ISTIKLAL SOKAK No: 48 GEMEREK SIVAS",+90 (346) 6547440,пн-пт: 08:30-17:00,39.184872,36.071732
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, SIZIR KOYU/KALEBASI MEVKII INONU CADDE No: 1 GEMEREK SIVAS",+90 (346) 6547440,пн-пт: 08:30-17:00,39.313996,35.951139
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, YENIHAYAT MAHALLESI ATATURK CADDE No: 1 GEMEREK SIVAS",+90 (346) 6812145,пн-пт: 08:30-17:00,39.184872,36.071732
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, SULARBASI MAHALLESI ATATURK CADDE No: 5 MERKEZ SIVAS",+90 (346) 2216487,пн-пт: 08:30-17:00,39.750353,37.017511
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, YENIDOGAN MAHALLESI HAYRI SIGIRCI CADDE No: 130 /1A MERKEZ SIVAS",+90 (346) 3413445,пн-пт: 08:30-17:00,39.755763,36.995842
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, GULTEPE MAHALLESI 53-5. SOKAK No: 7 MERKEZ SIVAS",+90 (346) 2284358,пн-пт: 08:30-17:00,39.726092,36.9996
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, ALIBABA MAHALLESI MEHMET AKIF ERSOY CADDE No: 55 MERKEZ SIVAS",+90 (346) 2247159,пн-пт: 08:30-17:00,39.761431,37.025259
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, PULUR MAHALLESI ATATURK CADDE No: 78 E MERKEZ SIVAS",+90 (346) 2240019,пн-пт: 08:30-17:00,39.747107,37.023555
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, SELCUKLU MAHALLESI MIMAR SINAN CADDE No: 12 MERKEZ SIVAS",+90 (346) 3114445,пн-пт: 08:30-17:00,39.73077,36.975681
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, YENISEHIR MAHALLESI KAYSERI CADDE No: 61 /2 MERKEZ SIVAS",+90 (346) 2213056,пн-пт: 08:30-17:00,39.723237,37.012916
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, GULYURT MAHALLESI ISTIKLAL CADDE No: 41 MERKEZ SIVAS",+90 (346) 2264677,пн-пт: 08:30-17:00,39.752082,37.031392
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, KADI BURHANETTIN MAHALLESI MUHSIN YAZICIOGLU BULVAR No: 9 MERKEZ SIVAS",+90 (346) 2214287,пн-пт: 08:30-17:00,39.739249,37.004259
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, GULTEPE MAHALLESI ADALET CADDE No: 1 MERKEZ SIVAS",+90 (346) 2413205,пн-пт: 08:30-17:00,39.727343,36.997179
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, KILAVUZ MAHALLESI EMIRPASA CADDE No: 65 A MERKEZ SIVAS",+90 (346) 2191350,пн-пт: 08:30-17:00,39.760298,37.046975
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, YESILYURT MAHALLESI SIFA CADDE No: 4 MERKEZ SIVAS",+90 (346) 2212676,пн-пт: 08:30-17:00,39.742257,37.039365
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, AKDEGIRMEN MAHALLESI HALIS BEY SOKAK No: 4 MERKEZ SIVAS",+90 (346) 2264049,пн-пт: 08:30-17:00,39.763135,37.016387
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, PINARONU MAHALLESI PTT SOKAK No: 1 GURUN SIVAS",+90 (346) 7812241,пн-пт: 08:30-17:00,38.722017,37.271091
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, ALSANCAK MAHALLESI CUMHURIYET CADDE No: 69 1 GOLOVA SIVAS",+90 (346) 4571445,пн-пт: 08:30-17:00,40.06105,38.609465
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, FATIH MAHALLESI HARMAN SOKAK No: 9 HAFIK SIVAS",+90 (346) 8812122,пн-пт: 08:30-17:00,40.043434,37.353757
ST01235,Getmoneyglobal at POST OFFICE,"г. СИВАС, CAY MAHALLESI BELEDIYE SOKAK No: 12 DOGANSAR SIVAS",+90 (348) 8131001,пн-пт: 08:30-17:00,39.750974,37.017505
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, CAMIKEBIR MAHALLESI ISMAIL HAKKI SAHIN CADDE No: 4 SARKOY TEKIRDAG",+90 (282) 5386254,пн-пт: 08:30-17:00,40.615543,27.113662
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, MUREFTE MAHALLESI SANLI KURTULUS CADDE No: 164 SARKOY TEKIRDAG",+90 (282) 6131793,пн-пт: 08:30-17:00,40.619655,27.151025
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, HOSKOY MAHALLESI MARMARA SAHIL CADDE No: 43 SARKOY TEKIRDAG",+90 (282) 6161498,пн-пт: 08:30-17:00,40.713826,27.31351
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, KUMBAG MAHALLESI BELEDIYE CADDE No: 13 SULEYMANPASA TEKIRDAG",+90 (282) 3151497,пн-пт: 08:30-17:00,40.871947,27.458017
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, BARBAROS MAHALLESI BULENT ECEVIT CADDE No: 351 SULEYMANPASA TEKIRDAG",+90 (282) 2931457,пн-пт: 08:30-17:00,40.974324,27.484553
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, GUNDOGDU-TURGUT MAHALLESI KARABAYIR CADDE No: 1 SULEYMANPASA TEKIRDAG",+90 (282) 2731255,пн-пт: 08:30-17:00,39.950243,30.072695
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, ALTINOVA MAHALLESI GAZI HASAN PASA CADDE No: 80 A SULEYMANPASA TEKIRDAG",+90 (282) 2614913,пн-пт: 08:30-17:00,40.945656,27.488237
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, DEGIRMENALTI MAHALLESI PROF. DR. YILMAZ BUYUKERSEN CADDE No: 2 SULEYMANPASA TEKIRDAG",+90 (282) 3612493,пн-пт: 08:30-17:00,40.988623,27.576632
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, 100. YIL MAHALLESI ORHAN VELI KANIK SOKAK No: 3 /1A SULEYMANPASA TEKIRDAG",+90 (282) 2615499,пн-пт: 08:30-17:00,40.971784,27.493661
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, HURRIYET MAHALLESI CANDARLIZADE IBRAHIM PASA CADDE No: 90 SULEYMANPASA TEKIRDAG",+90 (282) 2834963,пн-пт: 08:30-17:00,40.989585,27.557934
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, 100. YIL MAHALLESI SANAYI CADDE No: 19 D SULEYMANPASA TEKIRDAG",+90 (282) 2438043,пн-пт: 08:30-17:00,40.963795,27.487776
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, CUMHURIYET MAHALLESI ERBAY CADDE No: 16 -18C KAPAKLI TEKIRDAG",+90 (282) 7233710,пн-пт: 08:30-17:00,41.332519,27.984817
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, INONU MAHALLESI EYUPOGLU CADDE No: 5 KAPAKLI TEKIRDAG",+90 (282) 7251661,пн-пт: 08:30-17:00,41.329757,27.972669
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, ISMET PASA MAHALLESI LEVENT CADDE No: 1 A KAPAKLI TEKIRDAG",+90 (282) 7178248,пн-пт: 08:30-17:00,41.319681,27.978903
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, SAGLIK MAHALLESI MEHMETCIK SOKAK No: 6 ERGENE TEKIRDAG",+90 (282) 6921600,пн-пт: 08:30-17:00,41.189961,27.743202
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, ULAS MAHALLESI BALKAN 1 SOKAK No: 4 ERGENE TEKIRDAG",+90 (282) 6743899,пн-пт: 08:30-17:00,41.239066,27.715962
ST01235,Getmoneyglobal at POST OFFICE,"г. ТЕКИРДАГ, VELIMESE MAHALLESI DEGIRMENCILER SOKAK No: 1 ERGENE TEKIRDAG",+90 (282) 6864432,пн-пт: 08:30-17:00,41.332065,27.992801
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, HOCAOMER MAHALLESI YAHYA KEMAL CADDE NO: 28 A MERKEZ ADIYAMAN",+90 (416) 2160573,пн-пт: 08:30-17:00,37.760863,38.274861
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, KARAPINAR MAHALLESI KARAPINAR CADDE NO: 97 A MERKEZ ADIYAMAN",+90 (416) 4112001,пн-пт: 08:30-17:00,37.761463,38.249576
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, YAVUZ SELIM MAHALLESI ATATURK BULVAR NO: 201 MERKEZ ADIYAMAN",+90 (416) 2231350,пн-пт: 08:30-17:00,37.762868,38.271634
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, ATATURK MAHALLESI CUMHURIYET CADDE NO: 5 KAHTA ADIYAMAN",+90 (416) 7458280,пн-пт: 08:30-17:00,37.78218,38.6188
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, ZAFER MAHALLESI HUKUMET CADDE NO: 58 1 CELIKHAN ADIYAMAN",+90 (416) 7258461,пн-пт: 08:30-17:00,38.032485,38.239232
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, YAVUZ SELIM MAHALLESI ATATURK CADDE NO: 39 SAMSAT ADIYAMAN",+90 (416) 4312465,пн-пт: 08:30-17:00,37.579209,38.482441
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, GAZI MAHALLESI RECEP TAYYIP ERDOGAN CADDE NO: 79 KAHTA ADIYAMAN",+90 (416) 7816001,пн-пт: 08:30-17:00,37.776784,38.626108
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, MENZIL KOYU KOY SOKAGI NO: 15 KAHTA ADIYAMAN",+90 (422) 2120771,пн-пт: 08:30-17:00,37.769176,38.763458
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, AYNIYE MAHALLESI CINAR SOKAK NO: 8 TUT ADIYAMAN",+90 (416) 7255003,пн-пт: 08:30-17:00,37.7966,37.9151
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, KARAMAN MAHALLESI TURGUT OZAL BULVAR NO: 10 SINCIK ADIYAMAN",+90 (416) 4412216,пн-пт: 08:30-17:00,37.76365,38.277259
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, MERKEZ MAHALLESI M. YUCEL OZBILGIN CADDE NO: 47 GERGER ADIYAMAN",+90 (416) 4512245,пн-пт: 08:30-17:00,38.028856,39.03227
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, DUMLUPINAR MAHALLESI ATATURK CADDE NO: 219 BESNI ADIYAMAN",+90 (416) 4212100,пн-пт: 08:30-17:00,37.692947,37.860948
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, ALTINSEHIR MAHALLESI ATATURK BULVAR NO: 1 A MERKEZ ADIYAMAN",+90 (416) 2270539,пн-пт: 08:30-17:00,37.744036,38.231504
ST01235,Getmoneyglobal at POST OFFICE,"г. АДЫЯМАН, ALTINSEHIR MAHALLESI 3091 SOKAK NO: 1 B MERKEZ ADIYAMAN",+90 (416) 3181256,пн-пт: 08:30-17:00,37.743854,38.223045
ST01235,Getmoneyglobal at POST OFFICE,"г. АФЬОНКАРАХИСАР, YUNUS EMRE MAHALLESI ISTASYON CADDE NO: 9 EVCILER AFYONKARAHISAR",+90 (272) 4912166,пн-пт: 08:30-17:00,38.763423,30.550779
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, ILYASKOY MAHALLESI GEBI CADDE No: 184 ILKADIM SAMSUN",+90 (362) 2380606,пн-пт: 08:30-17:00,41.275858,36.32415
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, KADIFEKALE MAHALLESI KADIFE SOKAK No: 26 ILKADIM SAMSUN",+90 (362) 4671433,пн-пт: 08:30-17:00,41.30033,36.323574
ST01235,Getmoneyglobal at POST OFFICE,"г. САМСУН, KILICDEDE MAHALLESI MUHITTIN OZKEFELI BULVAR No: 3 ILKADIM SAMSUN",+90 (362) 2364095,пн-пт: 08:30-17:00,41.279691,36.348425
